task_number,average_return,average_return_lo,average_return_up
1,0.5775145839094338,0.42242199785719703,0.7326071699616705
2,0.7848492187447782,0.7051846348667106,0.8645138026228458
3,0.8085204174732072,0.7264531348963866,0.8905877000500279
4,0.8821372982646914,0.7925976782826883,0.9716769182466946
5,0.9204657159469732,0.827035644942738,1.0138957869512086
6,0.7811330728394729,0.7018456890784542,0.8604204566004915
7,0.7811330728394729,0.7018456890784542,0.8604204566004915
8,0.8085204174732072,0.7264531348963866,0.8905877000500279
9,0.853225124309827,0.7666201779595416,0.9398300706601124
10,0.738076003716179,0.6446381378377273,0.8315138695946307
11,0.7848492187447782,0.7051846348667106,0.8645138026228458
12,0.8821372982646914,0.7925976782826883,0.9716769182466946
13,0.8821372982646914,0.7925976782826883,0.9716769182466946
14,0.738076003716179,0.6446381378377273,0.8315138695946307
15,0.7876234534142971,0.7076772762757038,0.8675696305528904
16,0.7848492187447782,0.7051846348667106,0.8645138026228458
17,0.8085204174732072,0.7264531348963866,0.8905877000500279
18,0.7848492187447782,0.7051846348667106,0.8645138026228458
19,0.7780988210100188,0.6991194230424513,0.8570782189775863
20,0.7780988210100188,0.6991194230424513,0.8570782189775863
21,0.8821372982646914,0.7925976782826883,0.9716769182466946
22,0.7876234534142971,0.7076772762757038,0.8675696305528904
23,0.7848492187447782,0.7051846348667106,0.8645138026228458
24,0.7811330728394729,0.7018456890784542,0.8604204566004915
25,0.7780988210100188,0.6991194230424513,0.8570782189775863
26,0.7811330728394729,0.7018456890784542,0.8604204566004915
27,0.853225124309827,0.7666201779595416,0.9398300706601124
28,0.7780988210100188,0.6991194230424513,0.8570782189775863
29,0.7780988210100188,0.6991194230424513,0.8570782189775863
30,0.7876234534142971,0.7076772762757038,0.8675696305528904
