task_number,average_return,average_return_lo,average_return_up
0,0.6396658698873552,0.5421391881300643,0.737192551644646
1,0.8034511606348861,0.7563685981399686,0.8505337231298036
2,0.7872810706305909,0.7411460819403762,0.8334160593208056
3,0.9073412210722538,0.8541706590786761,0.9605117830658315
4,0.8003302158960195,0.753430542023224,0.847229889768815
5,0.8101269806547051,0.7626532124105301,0.8576007488988802
6,0.8101269806547051,0.7626532124105301,0.8576007488988802
7,0.7872810706305909,0.7411460819403762,0.8334160593208056
8,0.8072734821374864,0.7599669300588341,0.8545800342161387
9,0.8653729298788836,0.8146617266985476,0.9160841330592195
10,0.8034511606348861,0.7563685981399686,0.8505337231298036
11,0.9073412210722538,0.8541706590786761,0.9605117830658315
12,0.9073412210722538,0.8541706590786761,0.9605117830658315
13,0.8653729298788836,0.8146617266985476,0.9160841330592195
14,0.8776029850043935,0.8261750956544738,0.9290308743543132
15,0.8034511606348861,0.7563685981399686,0.8505337231298036
16,0.7872810706305909,0.7411460819403762,0.8334160593208056
17,0.8034511606348861,0.7563685981399686,0.8505337231298036
18,0.8316210008295846,0.7828876743225885,0.8803543273365806
19,0.8316210008295846,0.7828876743225885,0.8803543273365806
20,0.9073412210722538,0.8541706590786761,0.9605117830658315
21,0.8776029850043935,0.8261750956544738,0.9290308743543132
22,0.8034511606348861,0.7563685981399686,0.8505337231298036
23,0.8101269806547051,0.7626532124105301,0.8576007488988802
24,0.8316210008295846,0.7828876743225885,0.8803543273365806
25,0.8101269806547051,0.7626532124105301,0.8576007488988802
26,0.8072734821374864,0.7599669300588341,0.8545800342161387
27,0.8316210008295846,0.7828876743225885,0.8803543273365806
28,0.8316210008295846,0.7828876743225885,0.8803543273365806
29,0.8776029850043935,0.8261750956544738,0.9290308743543132
30,0.8653729298788836,0.8146617266985476,0.9160841330592195
31,0.7872810706305909,0.7411460819403762,0.8334160593208056
32,0.8776029850043935,0.8261750956544738,0.9290308743543132
33,0.7872810706305909,0.7411460819403762,0.8334160593208056
34,0.8101269806547051,0.7626532124105301,0.8576007488988802
35,0.8316210008295846,0.7828876743225885,0.8803543273365806
36,0.8072734821374864,0.7599669300588341,0.8545800342161387
37,0.8776029850043935,0.8261750956544738,0.9290308743543132
38,0.8003302158960195,0.753430542023224,0.847229889768815
39,0.7872810706305909,0.7411460819403762,0.8334160593208056
40,0.9073412210722538,0.8541706590786761,0.9605117830658315
41,0.8034511606348861,0.7563685981399686,0.8505337231298036
42,0.7872810706305909,0.7411460819403762,0.8334160593208056
43,0.8776029850043935,0.8261750956544738,0.9290308743543132
44,0.946764736402601,0.8912839404890875,1.0022455323161144
45,0.7872810706305909,0.7411460819403762,0.8334160593208056
46,0.7872810706305909,0.7411460819403762,0.8334160593208056
47,0.8101269806547051,0.7626532124105301,0.8576007488988802
48,0.8072734821374864,0.7599669300588341,0.8545800342161387
49,0.946764736402601,0.8912839404890875,1.0022455323161144
