task_number,average_return,average_return_lo,average_return_up
1,0.5775145839094338,0.42242199785719703,0.7326071699616705
2,0.6446975725403534,0.5096196985829994,0.7797754464977075
3,0.6641417714958489,0.5249899236822527,0.803293619309445
4,0.7246127807174252,0.5727909683970296,0.8764345930378208
5,0.7560968380992995,0.5976784451249125,0.9145152310736865
6,0.6137474143738714,0.47318590627120327,0.7543089224765395
7,0.6416450241181384,0.5072067240766593,0.7760833241596174
8,0.6930175006913205,0.5614170775201668,0.8246179238624742
9,0.7008634949687864,0.5540176638891625,0.8477093260484103
10,0.6287314105730413,0.4969987876382793,0.7604640335078032
11,0.6446975725403534,0.5096196985829994,0.7797754464977075
12,0.6931078772079718,0.5343710968704433,0.8518446575455004
13,0.7246127807174252,0.5727909683970296,0.8764345930378208
14,0.6287314105730413,0.4969987876382793,0.7604640335078032
15,0.6469764081617441,0.5114210696009128,0.7825317467225753
16,0.6727279017812384,0.5449803680391052,0.8004754355233716
17,0.6641417714958489,0.5249899236822527,0.803293619309445
18,0.6446975725403534,0.5096196985829994,0.7797754464977075
19,0.6391526029725155,0.5052365182513617,0.7730686876936693
20,0.6113633593650148,0.47134785171725124,0.7513788670127785
21,0.7246127807174252,0.5727909683970296,0.8764345930378208
22,0.6469764081617441,0.5114210696009128,0.7825317467225753
23,0.6166672432994685,0.4754370308608279,0.7578974557381092
24,0.6416450241181384,0.5072067240766593,0.7760833241596174
25,0.6391526029725155,0.5052365182513617,0.7730686876936693
26,0.6137474143738714,0.47318590627120327,0.7543089224765395
27,0.6703911691005783,0.516857009052637,0.8239253291485196
28,0.6391526029725155,0.5052365182513617,0.7730686876936693
29,0.6113633593650148,0.47134785171725124,0.7513788670127785
30,0.6469764081617441,0.5114210696009128,0.7825317467225753
