task_number,average_return,average_return_lo,average_return_up
0,0.6396658698873552,0.5421391881300643,0.737192551644646
1,0.7197583314020854,0.6363887304388751,0.8031279323652958
2,0.7052726257732378,0.6235809039609295,0.7869643475855461
3,0.8128265105438939,0.718676823239327,0.9069761978484607
4,0.7169624850735175,0.6339167269650513,0.8000082431819836
5,0.7257387535031735,0.6416764403025265,0.8098010667038206
6,0.7257387535031735,0.6416764403025265,0.8098010667038206
7,0.6888709368017671,0.60256027619103,0.7751815974125043
8,0.7231824944148315,0.6394162726810779,0.8069487161485851
9,0.7752299163498333,0.6854350422079413,0.8650247904917253
10,0.7197583314020854,0.6363887304388751,0.8031279323652958
11,0.8128265105438939,0.718676823239327,0.9069761978484607
12,0.8128265105438939,0.718676823239327,0.9069761978484607
13,0.7752299163498333,0.6854350422079413,0.8650247904917253
14,0.7861860073997691,0.6951220893314657,0.8772499254680725
15,0.7197583314020854,0.6363887304388751,0.8031279323652958
16,0.7052726257732378,0.6235809039609295,0.7869643475855461
17,0.7030197655555253,0.6149363566818483,0.7911031744292022
18,0.7449938132431696,0.6587011866484154,0.8312864398379238
19,0.7449938132431696,0.6587011866484154,0.8312864398379238
20,0.793923568438222,0.6944505554171261,0.8933965814593179
21,0.804469402920694,0.7191858965538949,0.8897529092874932
22,0.7197583314020854,0.6363887304388751,0.8031279323652958
23,0.7257387535031735,0.6416764403025265,0.8098010667038206
24,0.7449938132431696,0.6587011866484154,0.8312864398379238
25,0.7088611080728672,0.6200458202584614,0.7976763958872729
26,0.7231824944148315,0.6394162726810779,0.8069487161485851
27,0.7449938132431696,0.6587011866484154,0.8312864398379238
28,0.7449938132431696,0.6587011866484154,0.8312864398379238
29,0.7679026118788442,0.6716898408426841,0.8641153829150043
30,0.7932585190556434,0.7091635022473175,0.8773535358639692
31,0.7052726257732378,0.6235809039609295,0.7869643475855461
32,0.804469402920694,0.7191858965538949,0.8897529092874932
33,0.7216743147447084,0.6451680911483424,0.7981805383410745
34,0.7088611080728672,0.6200458202584614,0.7976763958872729
35,0.7276683757258866,0.6364966701724026,0.8188400812793706
36,0.7231824944148315,0.6394162726810779,0.8069487161485851
37,0.7861860073997691,0.6951220893314657,0.8772499254680725
38,0.7169624850735175,0.6339167269650513,0.8000082431819836
39,0.7052726257732378,0.6235809039609295,0.7869643475855461
40,0.8128265105438939,0.718676823239327,0.9069761978484607
41,0.7197583314020854,0.6363887304388751,0.8031279323652958
42,0.7052726257732378,0.6235809039609295,0.7869643475855461
43,0.7679026118788442,0.6716898408426841,0.8641153829150043
44,0.8481434096939967,0.7499029662829095,0.9463838531050839
45,0.7052726257732378,0.6235809039609295,0.7869643475855461
46,0.7052726257732378,0.6235809039609295,0.7869643475855461
47,0.7257387535031735,0.6416764403025265,0.8098010667038206
48,0.7231824944148315,0.6394162726810779,0.8069487161485851
49,0.8481434096939967,0.7499029662829095,0.9463838531050839
