instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,0,1.0,0.7023255813953488,0.29767441860465116,1200,58
3,0,1.0,0.6178343949044586,0.3821656050955414,1200,103
0,3,0.2,0.1220614828209765,0.8779385171790235,1200,82
1,0,1.0,0.8114478114478114,0.18855218855218855,1200,131
2,4,0.0,0.0,1.0,1200,119
4,0,1.0,0.5641952983725136,0.4358047016274864,1200,136
2,1,0.8,0.8689655172413793,0.1310344827586207,1200,467
3,2,0.5,0.0563973063973064,0.9436026936026936,1200,83
4,3,0.2,0.12542087542087543,0.8745791245791246,1200,143
0,1,0.8,0.6137005649717514,0.3862994350282486,1200,503
4,1,0.8,0.843065693430657,0.15693430656934307,1200,347
3,3,0.2,0.1000813669650122,0.8999186330349878,1200,107
4,2,0.5,0.2220472440944882,0.7779527559055118,1200,203
2,0,1.0,0.540680473372781,0.4593195266272189,1200,83
3,4,0.0,0.0,1.0,1200,203
2,2,0.5,0.07968413496051686,0.9203158650394831,1200,167
1,2,0.5,0.24677966101694915,0.7532203389830509,1200,107
1,1,0.8,0.12137203166226913,0.8786279683377308,1200,88
3,1,0.8,0.39643799472295516,0.6035620052770448,1200,95
1,3,0.2,0.16836086404066072,0.8316391359593392,1200,191
0,4,0.0,0.0,1.0,1200,287
2,3,0.2,0.09949937421777222,0.9005006257822278,1200,153
1,4,0.0,0.0,1.0,1200,359
0,2,0.5,0.2577380952380952,0.7422619047619048,1200,143
5,4,0.0,0.0,1.0,1200,82
5,2,0.5,0.6504854368932039,0.34951456310679613,1200,95
6,3,0.2,0.13509544787077826,0.8649045521292217,1200,71
6,4,0.0,0.0,1.0,1200,59
7,1,0.8,0.9429429429429429,0.057057057057057055,1200,71
8,1,0.8,0.6840659340659341,0.3159340659340659,1200,107
4,4,0.0,0.0,1.0,1200,95
5,3,0.2,0.10521813515825491,0.894781864841745,1200,130
7,0,1.0,1.0,0.0,1200,287
5,1,0.8,0.28786791098348885,0.7121320890165111,1200,112
9,1,0.8,0.627906976744186,0.37209302325581395,1200,167
8,0,1.0,0.7587890625,0.2412109375,1200,143
5,0,1.0,0.6602902374670184,0.3397097625329815,1200,215
8,3,0.2,0.1015625,0.8984375,1200,46
7,2,0.5,0.3047138047138047,0.6952861952861953,1200,179
8,2,0.5,0.1812206572769953,0.8187793427230047,1200,143
7,4,0.0,0.0,1.0,1200,131
9,2,0.5,0.058386411889596604,0.9416135881104034,1200,95
9,0,1.0,0.8161434977578476,0.18385650224215247,1200,119
9,4,0.0,0.0,1.0,1200,47
6,0,1.0,0.5228798047589994,0.47712019524100063,1200,203
6,1,0.8,0.4685784014643075,0.5314215985356925,1200,239
6,2,0.5,0.30892857142857144,0.6910714285714286,1200,419
7,3,0.2,0.12395632626846499,0.876043673731535,1200,179
9,3,0.2,0.1259765625,0.8740234375,1200,83
8,4,0.0,0.0,1.0,1200,227
