instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,4,0.0,0.0,1.0,1100,681
1,4,0.0,0.0,1.0,1100,769
2,4,0.0,0.0,1.0,1100,756
3,4,0.0,0.0,1.0,1100,768
1,0,1.0,0.9821802994573401,0.017819700542659887,1100,1099
2,1,0.8,0.9377325130653519,0.06226748693464814,1100,1099
2,0,1.0,0.9796570370621239,0.020342962937876068,1100,1099
1,2,0.5,0.6899025029933291,0.31009749700667083,1100,1098
1,1,0.8,0.9366470604479055,0.06335293955209455,1100,1099
0,0,1.0,0.9809596980274915,0.019040301972508476,1100,1099
4,1,0.8,0.9390906408557858,0.06090935914421425,1100,1098
0,2,0.5,0.6998762069819262,0.3001237930180738,1100,1099
0,1,0.8,0.9377907538156557,0.062209246184344306,1100,1098
2,2,0.5,0.7129921538520176,0.28700784614798236,1100,1099
1,3,0.2,0.21632433104648993,0.78367566895351,1100,1099
4,0,1.0,0.9801419384933195,0.019858061506680437,1100,1098
3,2,0.5,0.7015173945225759,0.2984826054774241,1100,1098
3,1,0.8,0.9355544706139834,0.0644455293860166,1100,1098
4,2,0.5,0.6899343271372086,0.31006567286279146,1100,1099
3,0,1.0,0.9800454023149575,0.01995459768504246,1100,1099
3,3,0.2,0.20543332775639953,0.7945666722436004,1100,1098
2,3,0.2,0.20564736393385713,0.7943526360661429,1100,1096
4,3,0.2,0.21823265929627425,0.7817673407037258,1100,1099
0,3,0.2,0.21107287920730602,0.788927120792694,1100,1099
4,4,0.0,0.0,1.0,1100,790
5,4,0.0,0.0,1.0,1100,767
5,0,1.0,0.9796722741224024,0.020327725877597572,1100,1098
6,4,0.0,0.0,1.0,1100,701
7,4,0.0,0.0,1.0,1100,768
5,1,0.8,0.940781978685553,0.05921802131444702,1100,1099
8,4,0.0,0.0,1.0,1100,757
5,2,0.5,0.7090814396535182,0.2909185603464817,1100,1098
6,0,1.0,0.9813970433366919,0.018602956663308117,1100,1099
6,1,0.8,0.942904972810572,0.057095027189427994,1100,1099
7,0,1.0,0.9823047115368624,0.017695288463137587,1100,1099
5,3,0.2,0.19070219699358773,0.8092978030064123,1100,1099
6,2,0.5,0.6888035736112809,0.31119642638871914,1100,1098
7,1,0.8,0.937439256641742,0.06256074335825801,1100,1098
7,2,0.5,0.7025842817325034,0.29741571826749663,1100,1098
6,3,0.2,0.2112306948578989,0.7887693051421011,1100,1096
8,0,1.0,0.9803145850518791,0.019685414948120962,1100,1099
8,1,0.8,0.9388069507691611,0.06119304923083894,1100,1099
8,2,0.5,0.6967974131871222,0.3032025868128778,1100,1098
9,1,0.8,0.9406960594129868,0.05930394058701317,1100,1098
9,0,1.0,0.9797391788796289,0.020260821120371107,1100,1098
8,3,0.2,0.20006271558482283,0.7999372844151772,1100,1098
7,3,0.2,0.19337506058442472,0.8066249394155752,1100,1098
9,2,0.5,0.7001471406764063,0.29985285932359373,1100,1098
9,4,0.0,0.0,1.0,1100,743
9,3,0.2,0.20783482993055302,0.792165170069447,1100,1098
