task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.13815150596908224,0.10583484557309215,0.17046816636507234
1,0.15623733683850882,0.12073040789045299,0.19174426578656467
2,0.15079210689450004,0.11621767384902826,0.18536653993997182
3,0.15461379717642695,0.12049713964260296,0.18873045471025096
4,0.1873664596128415,0.1459424145814637,0.22879050464421932
5,0.19422337989757246,0.1543204236187772,0.23412633617636772
6,0.17506022754528858,0.1356815255344099,0.21443892955616725
7,0.11745584088234588,0.08834125295776665,0.1465704288069251
8,0.14264322981447689,0.11023585449266206,0.17505060513629173
9,0.15082087783178813,0.11767059761326787,0.1839711580503084
10,0.13298033083229413,0.10255085598274259,0.16340980568184565
11,0.13513862458288137,0.10450795433922505,0.16576929482653768
12,0.1678766716467052,0.12886488110518965,0.20688846218822074
13,0.11077173145170806,0.08035008541097721,0.1411933774924389
14,0.13818375637159527,0.10755972512024205,0.16880778762294849
15,0.12343528489014664,0.09379116935776403,0.15307940042252927
16,0.13271596610566724,0.10270460127711643,0.16272733093421807
17,0.13457523501652713,0.10287831432542756,0.1662721557076267
18,0.15981462166967852,0.12580177728083194,0.1938274660585251
19,0.14636557352315538,0.112608810424165,0.18012233662214577
