task_number,average_discounted_return,average_discounted_return_lo,average_discounted_return_up
0,0.13013350650139505,0.0974358065211105,0.1628312064816796
1,0.14122191653238195,0.10948052067666754,0.17296331238809637
2,0.1522115266705263,0.11769876756790541,0.18672428577314715
3,0.1245220030190176,0.09387181420488341,0.15517219183315178
4,0.20866419214814805,0.1673940403926808,0.2499343439036153
5,0.16633962591332768,0.1265570868846224,0.20612216494203298
6,0.1426220475535854,0.10859277672642262,0.17665131838074818
7,0.13925145782815165,0.10759561532722599,0.1709073003290773
8,0.1274176026795667,0.09727344092271863,0.1575617644364148
9,0.13592809259663627,0.10447749940503082,0.16737868578824172
10,0.15747151414836355,0.12408047173946372,0.19086255655726336
11,0.15029310831016232,0.11736912297166167,0.18321709364866295
12,0.19350507503891598,0.1518565179900339,0.23515363208779805
13,0.13069120357397315,0.09836649506857817,0.16301591207936814
14,0.15730363914475587,0.12312748924902076,0.19147978904049098
15,0.12104059739048724,0.091382540340587,0.1506986544403875
16,0.1375857702406207,0.10609783818349547,0.1690737022977459
17,0.14213743783220825,0.11072413069827905,0.17355074496613745
18,0.13344103255265943,0.10183616773752036,0.1650458973677985
19,0.12605142423960322,0.09602092506495158,0.15608192341425486
