instance_number,run_number,n_time_steps,n_time_steps_cv
1,4,5500,2276
2,4,5500,3541
3,4,5500,4553
0,4,5500,2441
4,4,5500,2232
0,3,5500,1990
4,3,5500,1968
3,3,5500,3728
1,3,5500,3002
2,3,5500,2705
2,0,5500,2045
1,1,5500,3277
1,0,5500,1803
0,1,5500,4190
3,1,5500,2342
4,0,5500,2199
3,0,5500,2837
2,1,5500,5246
4,2,5500,2144
4,1,5500,1913
1,2,5500,4179
0,0,5500,2573
0,2,5500,2903
2,2,5500,1715
3,2,5500,3838
5,4,5500,2364
6,4,5500,2650
5,1,5500,3079
7,4,5500,2155
8,4,5500,2122
5,0,5500,2221
5,2,5500,4201
9,4,5500,2287
5,3,5500,4850
10,4,5500,3244
6,3,5500,2804
6,1,5500,4575
6,0,5500,1990
8,3,5500,1847
6,2,5500,2496
7,3,5500,2496
9,3,5500,2265
7,0,5500,2100
7,1,5500,2936
7,2,5500,4344
8,2,5500,1770
9,1,5500,1737
8,1,5500,2287
8,0,5500,1583
9,0,5500,1946
9,2,5500,3541
11,4,5500,2573
10,3,5500,2254
12,4,5500,2716
10,0,5500,1627
10,1,5500,2914
13,4,5500,2837
11,0,5500,2584
10,2,5500,5235
14,4,5500,4333
11,1,5500,2364
11,2,5500,2694
11,3,5500,2100
15,4,5500,3090
12,3,5500,1770
12,1,5500,1770
12,0,5500,1605
12,2,5500,2980
13,3,5500,3387
14,3,5500,1781
13,0,5500,2287
13,1,5500,1726
13,2,5500,1715
14,0,5500,4102
16,4,5500,2221
14,1,5500,2298
14,2,5500,2353
15,0,5500,2045
15,3,5500,4399
17,4,5500,1759
15,1,5500,3486
16,3,5500,4223
18,4,5500,3959
15,2,5500,1715
16,0,5500,4729
16,2,5500,2441
16,1,5500,1803
19,4,5500,2276
20,4,5500,2617
17,0,5500,3563
17,1,5500,4861
17,2,5500,2276
21,4,5500,2232
17,3,5500,5037
18,3,5500,2419
18,1,5500,3332
18,0,5500,3882
19,3,5500,2056
18,2,5500,1869
19,0,5500,3002
19,1,5500,2067
22,4,5500,5180
19,2,5500,2364
20,0,5500,2056
