instance_number,run_number,n_time_steps,n_time_steps_cv
20,3,5500,3321
20,1,5500,1726
20,2,5500,2177
21,3,5500,3871
23,4,5500,2386
21,0,5500,1913
21,1,5500,2012
21,2,5500,2980
24,4,5500,2936
22,0,5500,1825
22,1,5500,2716
22,3,5500,2034
25,4,5500,2397
22,2,5500,3013
26,4,5500,3233
23,0,5500,3508
23,1,5500,2034
23,2,5500,2474
23,3,5500,2672
24,3,5500,2474
27,4,5500,2738
24,0,5500,2023
24,1,5500,2496
24,2,5500,3046
25,0,5500,1693
25,1,5500,2408
25,2,5500,3904
28,4,5500,1913
25,3,5500,2221
26,0,5500,3761
26,3,5500,2485
26,1,5500,2474
26,2,5500,1979
29,4,5500,1638
27,3,5500,1968
27,1,5500,1638
27,0,5500,2397
27,2,5500,2001
30,4,5500,2496
28,0,5500,3420
31,4,5500,4201
28,1,5500,2056
28,3,5500,1814
28,2,5500,2078
32,4,5500,4300
29,0,5500,2881
29,1,5500,3057
29,3,5500,3134
29,2,5500,2606
30,0,5500,1825
30,3,5500,2914
30,1,5500,2287
33,4,5500,2078
30,2,5500,1759
31,0,5500,2617
31,1,5500,1913
31,3,5500,2617
34,4,5500,2848
31,2,5500,4993
32,3,5500,4256
32,0,5500,1748
32,1,5500,3321
32,2,5500,4322
35,4,5500,2199
33,0,5500,4465
33,1,5500,2991
33,3,5500,2672
36,4,5500,2881
33,2,5500,3475
34,0,5500,4036
37,4,5500,2056
34,1,5500,4113
34,2,5500,2562
34,3,5500,2287
35,0,5500,4740
38,4,5500,2892
35,3,5500,2353
35,1,5500,2188
35,2,5500,2683
36,0,5500,3585
36,1,5500,3398
39,4,5500,1946
36,2,5500,2056
36,3,5500,2364
37,3,5500,1583
37,0,5500,3431
40,4,5500,3123
37,1,5500,1869
37,2,5500,2496
38,0,5500,2815
38,3,5500,2793
38,1,5500,4069
38,2,5500,2716
41,4,5500,5378
39,0,5500,2364
39,1,5500,3838
39,3,5500,1682
42,4,5500,2210
39,2,5500,2375
43,4,5500,2067
40,0,5500,2507
40,1,5500,3321
40,3,5500,2804
40,2,5500,2265
41,0,5500,2859
41,3,5500,2386
44,4,5500,1957
41,1,5500,4113
41,2,5500,3112
42,0,5500,2111
42,1,5500,4674
45,4,5500,2144
42,3,5500,1935
42,2,5500,2133
43,0,5500,1935
43,3,5500,2331
43,1,5500,2386
46,4,5500,2320
43,2,5500,3079
44,0,5500,2034
44,1,5500,2287
47,4,5500,1781
44,3,5500,2672
44,2,5500,2386
45,0,5500,1693
48,4,5500,2078
45,1,5500,1869
45,3,5500,2408
45,2,5500,2672
49,4,5500,2738
46,0,5500,4311
46,3,5500,4069
46,1,5500,2023
46,2,5500,3299
47,0,5500,2617
47,1,5500,3090
50,4,5500,1770
47,3,5500,2474
47,2,5500,3057
48,0,5500,2364
48,1,5500,2045
48,3,5500,3299
51,4,5500,3387
48,2,5500,2892
49,0,5500,5202
49,1,5500,2331
49,3,5500,3387
52,4,5500,2353
49,2,5500,2540
50,0,5500,2815
50,1,5500,2353
50,3,5500,5268
53,4,5500,1979
50,2,5500,2463
51,0,5500,1957
54,4,5500,2133
51,1,5500,3409
51,3,5500,2672
51,2,5500,5422
52,0,5500,3805
52,1,5500,1781
55,4,5500,3002
52,3,5500,3002
52,2,5500,2859
53,0,5500,3948
53,1,5500,2331
56,4,5500,3365
53,3,5500,3343
53,2,5500,2001
54,0,5500,2870
54,3,5500,1792
54,1,5500,2694
57,4,5500,3442
54,2,5500,5125
55,0,5500,2804
55,1,5500,4652
58,4,5500,3255
55,3,5500,2210
55,2,5500,1748
56,0,5500,2859
56,1,5500,2364
59,4,5500,2254
56,3,5500,2100
56,2,5500,1682
57,0,5500,5411
57,1,5500,4421
60,4,5500,1682
57,3,5500,5290
57,2,5500,1858
58,0,5500,2947
61,4,5500,2089
58,3,5500,2199
58,1,5500,5444
58,2,5500,2232
59,0,5500,2056
59,1,5500,3673
62,4,5500,1583
59,3,5500,2529
59,2,5500,2375
60,0,5500,2012
60,3,5500,2045
60,1,5500,1913
63,4,5500,4091
60,2,5500,1946
61,0,5500,3871
64,4,5500,1924
61,1,5500,1902
61,3,5500,2771
61,2,5500,1638
62,0,5500,3288
65,4,5500,1891
62,1,5500,1748
62,3,5500,2001
62,2,5500,2254
63,0,5500,3189
63,1,5500,2859
66,4,5500,1935
63,3,5500,2133
63,2,5500,2276
64,0,5500,2738
64,1,5500,2804
67,4,5500,2221
64,3,5500,2320
64,2,5500,1704
65,0,5500,1704
65,1,5500,3541
65,3,5500,2914
68,4,5500,2386
65,2,5500,1924
66,0,5500,2496
66,1,5500,3783
69,4,5500,1737
66,3,5500,2023
66,2,5500,3409
67,0,5500,2034
67,1,5500,2056
70,4,5500,2826
67,3,5500,2793
67,2,5500,3475
68,0,5500,2298
68,1,5500,2353
71,4,5500,2243
68,3,5500,2034
68,2,5500,3013
69,0,5500,3222
72,4,5500,4542
69,3,5500,2166
69,1,5500,4520
69,2,5500,2397
70,0,5500,2188
70,1,5500,3002
73,4,5500,1583
70,3,5500,3981
70,2,5500,3079
71,0,5500,1814
71,1,5500,2848
71,3,5500,3189
74,4,5500,1858
71,2,5500,2067
72,0,5500,3332
72,1,5500,2716
75,4,5500,2287
72,3,5500,3981
72,2,5500,1902
73,0,5500,2210
76,4,5500,4036
73,1,5500,2012
73,3,5500,3321
73,2,5500,2947
74,0,5500,2617
74,1,5500,1704
77,4,5500,2419
74,3,5500,2232
74,2,5500,4399
75,0,5500,3156
75,1,5500,3563
78,4,5500,2210
75,3,5500,2254
75,2,5500,5070
76,0,5500,2001
76,1,5500,3882
79,4,5500,2089
76,3,5500,2221
76,2,5500,2639
77,0,5500,2078
77,1,5500,1814
80,4,5500,1946
77,3,5500,2969
77,2,5500,3343
78,0,5500,2727
81,4,5500,3805
78,1,5500,3145
78,3,5500,2936
78,2,5500,2551
79,0,5500,2529
79,1,5500,1616
82,4,5500,1902
79,3,5500,2683
79,2,5500,4311
80,0,5500,2661
83,4,5500,2199
80,1,5500,3090
80,3,5500,2947
80,2,5500,1869
81,0,5500,4014
84,4,5500,2518
81,1,5500,1682
81,3,5500,1891
81,2,5500,1605
82,0,5500,2012
82,3,5500,1715
82,1,5500,2870
85,4,5500,4905
82,2,5500,3783
83,0,5500,1605
86,4,5500,2848
83,1,5500,2045
83,3,5500,1660
83,2,5500,1627
84,0,5500,2793
84,1,5500,2067
87,4,5500,2265
84,3,5500,1616
84,2,5500,2529
85,0,5500,1616
85,1,5500,1825
88,4,5500,3090
85,3,5500,2584
85,2,5500,2485
86,0,5500,4113
89,4,5500,3057
86,1,5500,2199
86,3,5500,3123
86,2,5500,2650
87,0,5500,4432
87,1,5500,2639
90,4,5500,1803
87,3,5500,1946
87,2,5500,2672
88,0,5500,2144
88,1,5500,2760
91,4,5500,1770
88,2,5500,2243
88,3,5500,1660
89,0,5500,2408
89,1,5500,2969
92,4,5500,1924
89,3,5500,4080
89,2,5500,2419
90,0,5500,1847
90,1,5500,2694
93,4,5500,2386
90,3,5500,3387
90,2,5500,1737
91,0,5500,3123
91,1,5500,5147
94,4,5500,2485
91,3,5500,2573
91,2,5500,3299
92,0,5500,3739
92,1,5500,2672
95,4,5500,3134
92,3,5500,4146
92,2,5500,4729
93,0,5500,1924
93,3,5500,2122
93,1,5500,3321
96,4,5500,2375
93,2,5500,5312
94,0,5500,3321
94,1,5500,1726
97,4,5500,2001
94,3,5500,2177
94,2,5500,4531
95,0,5500,2892
95,1,5500,2210
98,4,5500,1759
95,3,5500,1946
95,2,5500,3134
96,0,5500,2155
96,1,5500,5477
96,3,5500,2859
99,4,5500,3024
96,2,5500,2408
97,0,5500,2177
97,1,5500,1935
97,3,5500,2298
97,2,5500,2562
98,0,5500,2584
98,1,5500,1627
98,3,5500,3277
98,2,5500,1913
99,0,5500,4300
99,1,5500,3827
99,3,5500,1880
99,2,5500,2716
