instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
1,4,0.0,0.0,1.0,5500,1768
2,4,0.0,0.0,1.0,5500,3789
0,4,0.0,0.0,1.0,5500,3977
3,4,0.0,0.0,1.0,5500,2526
4,4,0.0,0.0,1.0,5500,2590
0,3,0.2,0.11565358772943643,0.8843464122705635,5500,1836
4,3,0.2,0.11639787050810303,0.883602129491897,5500,1913
3,3,0.2,0.11549326272896387,0.8845067372710361,5500,2001
1,3,0.2,0.11890374757066179,0.8810962524293382,5500,2034
2,3,0.2,0.11597274062658029,0.8840272593734197,5500,1748
2,0,1.0,0.989716804786755,0.010283195213245045,5500,2518
1,1,0.8,0.9440956230364588,0.05590437696354122,5500,1605
1,0,1.0,0.9888246975988445,0.011175302401155444,5500,2419
0,1,0.8,0.9423822112772969,0.057617788722703074,5500,3178
3,1,0.8,0.9423153548013186,0.057684645198681495,5500,3156
4,0,1.0,0.9888715416454869,0.011128458354513107,5500,2320
2,1,0.8,0.9415036752090444,0.05849632479095555,5500,2254
3,0,1.0,0.9893074250976986,0.010692574902301346,5500,1957
4,2,0.5,0.6188744361310893,0.38112556386891067,5500,2716
4,1,0.8,0.942102884006871,0.05789711599312901,5500,2826
0,0,1.0,0.9898162975224455,0.010183702477554473,5500,3783
1,2,0.5,0.6197996988225049,0.38020030117749515,5500,2617
0,2,0.5,0.6209553088838103,0.37904469111618966,5500,1891
2,2,0.5,0.6216341731743827,0.37836582682561726,5500,3882
3,2,0.5,0.6193213761085218,0.3806786238914782,5500,2859
5,4,0.0,0.0,1.0,5500,4439
6,4,0.0,0.0,1.0,5500,3173
5,1,0.8,0.9423588852067148,0.05764111479328516,5500,1836
5,0,1.0,0.9889881006284752,0.011011899371524822,5500,1770
7,4,0.0,0.0,1.0,5500,2009
8,4,0.0,0.0,1.0,5500,2512
5,2,0.5,0.6191165000997587,0.38088349990024123,5500,1605
9,4,0.0,0.0,1.0,5500,4054
5,3,0.2,0.11586796935867098,0.8841320306413291,5500,2584
10,4,0.0,0.0,1.0,5500,3932
6,3,0.2,0.11047497358527655,0.8895250264147234,5500,2716
6,0,1.0,0.9884672484339356,0.01153275156606438,5500,4399
6,1,0.8,0.9392114903340466,0.06078850966595336,5500,2188
8,3,0.2,0.11079871892037259,0.8892012810796274,5500,2727
6,2,0.5,0.6281827191638887,0.3718172808361114,5500,3200
9,3,0.2,0.1108203213063977,0.8891796786936023,5500,3079
7,3,0.2,0.11021324245846886,0.8897867575415311,5500,2782
7,0,1.0,0.9881669691470054,0.011833030852994555,5500,2639
7,1,0.8,0.9410208556052837,0.05897914439471634,5500,1715
8,2,0.5,0.6280729147754094,0.37192708522459056,5500,2034
7,2,0.5,0.6183485573437727,0.38165144265622736,5500,4234
8,1,0.8,0.9424203405814185,0.05757965941858145,5500,2870
9,1,0.8,0.9377401580511854,0.062259841948814613,5500,3277
8,0,1.0,0.9892085840808448,0.010791415919155218,5500,2221
9,0,1.0,0.9880796864794252,0.011920313520574788,5500,2320
9,2,0.5,0.6184793418316608,0.3815206581683392,5500,3024
11,4,0.0,0.0,1.0,5500,2338
10,3,0.2,0.11694970655244247,0.8830502934475575,5500,2144
12,4,0.0,0.0,1.0,5500,1933
10,0,1.0,0.9888651506373117,0.011134849362688297,5500,2177
10,1,0.8,0.9388783527499323,0.06112164725006773,5500,2694
