instance_number,run_number,n_time_steps,n_time_steps_cv
2,3,1100,1092
4,1,1100,1094
1,3,1100,1096
4,0,1100,1098
2,2,1100,1076
3,2,1100,1048
1,0,1100,1096
1,2,1100,1096
0,3,1100,1072
4,2,1100,1095
0,0,1100,1070
2,0,1100,1070
0,1,1100,1076
1,1,1100,1085
4,3,1100,1098
0,2,1100,1097
1,4,1100,1087
2,1,1100,1094
2,4,1100,1098
3,3,1100,1008
3,0,1100,1092
3,1,1100,1092
0,4,1100,1098
3,4,1100,1092
5,3,1100,1087
5,2,1100,1098
7,1,1100,1081
7,2,1100,1092
6,1,1100,1094
4,4,1100,1081
8,2,1100,1076
6,3,1100,1092
5,1,1100,1061
6,2,1100,1098
7,0,1100,1070
6,4,1100,1097
5,0,1100,1048
7,4,1100,1092
6,0,1100,1074
8,0,1100,1083
9,0,1100,1087
8,3,1100,1096
5,4,1100,1070
7,3,1100,1094
9,1,1100,1094
8,4,1100,1059
8,1,1100,1088
9,2,1100,1070
9,3,1100,1075
9,4,1100,1085
